"id","code","local_code","name","continent","iso_country","wikipedia_link","keywords"
303073,"BE-VOV","VOV","East Flanders Province","EU","BE","https://en.wikipedia.org/wiki/East_Flanders","Oost-Vlaanderen, Flanders, Flemish Region, Vlaams Gewest, Vlaanderen"
303074,"BE-VWV","VWV","West Flanders Province","EU","BE","https://en.wikipedia.org/wiki/West_Flanders","West-Vlaanderen, Flanders, Flemish Region, Vlaams Gewest, Vlaanderen"
303075,"BE-WBR","WBR","Walloon Brabant Province","EU","BE","https://en.wikipedia.org/wiki/Walloon_Brabant","Wallonia, Walloon Region"
303076,"BE-WHT","WHT","Hainaut Province","EU","BE","https://en.wikipedia.org/wiki/Hainaut_Province","Wallonia, Walloon Region"
303077,"BE-WLG","WLG","Liège Province","EU","BE","https://en.wikipedia.org/wiki/Li%C3%A8ge_Province","Wallonia, Walloon Region"
303078,"BE-WLX","WLX","Luxembourg Province","EU","BE","https://en.wikipedia.org/wiki/Luxembourg_(Belgium)","Wallonia, Walloon Region"
303079,"BE-WNA","WNA","Namur Province","EU","BE","https://en.wikipedia.org/wiki/Namur_Province","Wallonia, Walloon Region"
303080,"BF-BAL","BAL","Balé Province","AF","BF","https://en.wikipedia.org/wiki/Bal%C3%A9_Province",
303081,"BF-BAM","BAM","Bam Province","AF","BF","https://en.wikipedia.org/wiki/Bam_Province",
303082,"BF-BAN","BAN","Banwa Province","AF","BF","https://en.wikipedia.org/wiki/Banwa_Province",
303083,"BF-BAZ","BAZ","Bazèga Province","AF","BF","https://en.wikipedia.org/wiki/Bazèga_Province",
303084,"BF-BGR","BGR","Bougouriba Province","AF","BF","https://en.wikipedia.org/wiki/Bougouriba_Province",
303085,"BF-BLG","BLG","Boulgou Province","AF","BF","https://en.wikipedia.org/wiki/Boulgou_Province",
303086,"BF-BLK","BLK","Boulkiemdé Province","AF","BF","https://en.wikipedia.org/wiki/Boulkiemdé_Province",
303087,"BF-COM","COM","Comoe Province","AF","BF","https://en.wikipedia.org/wiki/Comoe_Province",
303088,"BF-GAN","GAN","Ganzourgou Province","AF","BF","https://en.wikipedia.org/wiki/Ganzourgou_Province",
303089,"BF-GNA","GNA","Gnagna Province","AF","BF","https://en.wikipedia.org/wiki/Gnagna Province",
303090,"BF-GOU","GOU","Gourma Province","AF","BF","https://en.wikipedia.org/wiki/Gourma_Province",
303091,"BF-HOU","HOU","Houet Province","AF","BF","https://en.wikipedia.org/wiki/Houet_Province",
303092,"BF-IOB","IOB","Ioba Province","AF","BF","https://en.wikipedia.org/wiki/Ioba_Province",
303093,"BF-KAD","KAD","Kadiogo Province","AF","BF","https://en.wikipedia.org/wiki/Kadiogo_Province",
303094,"BF-KEN","KEN","Kénédougou Province","AF","BF","https://en.wikipedia.org/wiki/Kénédougou_Province",
303095,"BF-KMD","KMD","Komondjari Province","AF","BF","https://en.wikipedia.org/wiki/Komondjari_Province",
303096,"BF-KMP","KMP","Kompienga Province","AF","BF","https://en.wikipedia.org/wiki/Kompienga_Province",
303097,"BF-KOP","KOP","Koulpélogo Province","AF","BF","https://en.wikipedia.org/wiki/Koulp%C3%A9logo_Province",
303098,"BF-KOS","KOS","Kossi Province","AF","BF","https://en.wikipedia.org/wiki/Kossi_Province",
303099,"BF-KOT","KOT","Kouritenga Province","AF","BF","https://en.wikipedia.org/wiki/Kouritenga_Province",
303100,"BF-KOW","KOW","Kourwéogo Province","AF","BF","https://en.wikipedia.org/wiki/Kourwéogo_Province",
303101,"BF-LER","LER","Léraba Province","AF","BF","https://en.wikipedia.org/wiki/Léraba_Province",
303102,"BF-LOR","LOR","Loroum Province","AF","BF","https://en.wikipedia.org/wiki/Loroum_Province",
303103,"BF-MOU","MOU","Mouhoun Province","AF","BF","https://en.wikipedia.org/wiki/Mouhoun_Province",
303104,"BF-NAM","NAM","Namentenga Province","AF","BF","https://en.wikipedia.org/wiki/Namentenga_Province",
303105,"BF-NAO","NAO","Nahouri Province","AF","BF","https://en.wikipedia.org/wiki/Nahouri_Province",
303106,"BF-NAY","NAY","Nayala Province","AF","BF","https://en.wikipedia.org/wiki/Nayala_Province",
303107,"BF-NOU","NOU","Noumbiel Province","AF","BF","https://en.wikipedia.org/wiki/Noumbiel_Province",
303108,"BF-OUB","OUB","Oubritenga Province","AF","BF","https://en.wikipedia.org/wiki/Oubritenga_Province",
303109,"BF-OUD","OUD","Oudalan Province","AF","BF","https://en.wikipedia.org/wiki/Oudalan_Province",
303110,"BF-PAS","PAS","Passoré Province","AF","BF","https://en.wikipedia.org/wiki/Passoré_Province",
303111,"BF-PON","PON","Poni Province","AF","BF","https://en.wikipedia.org/wiki/Poni_Province",
303112,"BF-SEN","SEN","Séno Province","AF","BF","https://en.wikipedia.org/wiki/Séno_Province",
303113,"BF-SIS","SIS","Sissili Province","AF","BF","https://en.wikipedia.org/wiki/Sissili_Province",
303114,"BF-SMT","SMT","Sanmatenga Province","AF","BF","https://en.wikipedia.org/wiki/Sanmatenga_Province",
303115,"BF-SNG","SNG","Sanguié Province","AF","BF","https://en.wikipedia.org/wiki/Sanguié_Province",
303116,"BF-SOM","SOM","Soum Province","AF","BF","https://en.wikipedia.org/wiki/Soum_Province",
303117,"BF-SOR","SOR","Sourou Province","AF","BF","https://en.wikipedia.org/wiki/Sourou_Province",
303118,"BF-TAP","TAP","Tapoa Province","AF","BF","https://en.wikipedia.org/wiki/Tapoa_Province",
303119,"BF-TUI","TUI","Tuy Province","AF","BF","https://en.wikipedia.org/wiki/Tuy_Province","Tui Province"
303120,"BF-U-A","U-A","(unassigned)","AF","BF",,
303121,"BF-YAG","YAG","Yagha Province","AF","BF","https://en.wikipedia.org/wiki/Yagha_Province",
303122,"BF-YAT","YAT","Yatenga Province","AF","BF","https://en.wikipedia.org/wiki/Yatenga_Province",
303123,"BF-ZIR","ZIR","Ziro Province","AF","BF","https://en.wikipedia.org/wiki/Ziro_Province",
303124,"BF-ZON","ZON","Zondoma Province","AF","BF","https://en.wikipedia.org/wiki/Zondoma_Province",
303125,"BF-ZOU","ZOU","Zoundwéogo Province","AF","BF","https://en.wikipedia.org/wiki/Zoundwéogo_Province",
303126,"BG-01",01,"Blagoevgrad Province","EU","BG","https://en.wikipedia.org/wiki/Blagoevgrad_Province",
303127,"BG-02",02,"Burgas Province","EU","BG","https://en.wikipedia.org/wiki/Burgas_Province",
303128,"BG-03",03,"Varna Province","EU","BG","https://en.wikipedia.org/wiki/Varna_Province",
303129,"BG-04",04,"Veliko Tarnovo Province","EU","BG","https://en.wikipedia.org/wiki/Veliko_Tarnovo_Province",
303130,"BG-05",05,"Vidin Province","EU","BG","https://en.wikipedia.org/wiki/Vidin_Province",
303131,"BG-06",06,"Vraca Province","EU","BG","https://en.wikipedia.org/wiki/Vraca_Province",
303132,"BG-07",07,"Gabrovo Province","EU","BG","https://en.wikipedia.org/wiki/Gabrovo_Province",
303133,"BG-08",08,"Dobric Province","EU","BG","https://en.wikipedia.org/wiki/Dobric_Province",
303134,"BG-09",09,"Kardzali Province","EU","BG","https://en.wikipedia.org/wiki/Kardzali_Province",
303135,"BG-10",10,"Kyustendil Province","EU","BG","https://en.wikipedia.org/wiki/Kyustendil_Province","Kjstendil"
303136,"BG-11",11,"Lovec Province","EU","BG","https://en.wikipedia.org/wiki/Lovec_Province",
303137,"BG-12",12,"Montana Province","EU","BG","https://en.wikipedia.org/wiki/Montana_Province",
303138,"BG-13",13,"Pazardzhik Province","EU","BG","https://en.wikipedia.org/wiki/Pazardzhik_Province",
303139,"BG-14",14,"Pernik Province","EU","BG","https://en.wikipedia.org/wiki/Pernik_Province",
303140,"BG-15",15,"Pleven Province","EU","BG","https://en.wikipedia.org/wiki/Pleven_Province",
303141,"BG-16",16,"Plovdiv Province","EU","BG","https://en.wikipedia.org/wiki/Plovdiv_Province",
303142,"BG-17",17,"Razgrad Province","EU","BG","https://en.wikipedia.org/wiki/Razgrad_Province",
303143,"BG-18",18,"Ruse Province","EU","BG","https://en.wikipedia.org/wiki/Ruse_Province",
303144,"BG-19",19,"Silistra Province","EU","BG","https://en.wikipedia.org/wiki/Silistra_Province",
303145,"BG-20",20,"Sliven Province","EU","BG","https://en.wikipedia.org/wiki/Sliven_Province",
303146,"BG-21",21,"Smoljan Province","EU","BG","https://en.wikipedia.org/wiki/Smoljan_Province",
303147,"BG-23",23,"Sofia Province","EU","BG","https://en.wikipedia.org/wiki/Sofia_Province",
303148,"BG-24",24,"Stara Zagora Province","EU","BG","https://en.wikipedia.org/wiki/Stara_Zagora_Province",
303149,"BG-25",25,"Targovishte Province","EU","BG","https://en.wikipedia.org/wiki/Targovishte_Province","Targoviste"
303150,"BG-26",26,"Haskovo Province","EU","BG","https://en.wikipedia.org/wiki/Haskovo_Province",
303151,"BG-27",27,"Sumen Province","EU","BG","https://en.wikipedia.org/wiki/Sumen_Province",
303152,"BG-28",28,"Jambol Province","EU","BG","https://en.wikipedia.org/wiki/Jambol_Province",
303153,"BG-U-A","U-A","(unassigned)","EU","BG",,
306734,"BH-13",13,"Capital Governorate","AS","BH","https://en.wikipedia.org/wiki/Capital_Governorate",
306733,"BH-14",14,"Southern Governorate","AS","BH","https://en.wikipedia.org/wiki/Southern_Governorate",
306732,"BH-15",15,"Muharraq Governorate","AS","BH","https://en.wikipedia.org/wiki/Al_Muharraq_Governorate",
306731,"BH-16",16,"Central Governorate","AS","BH","https://en.wikipedia.org/wiki/Central_Governorate",
306730,"BH-17",17,"Northern Governorate","AS","BH","https://en.wikipedia.org/wiki/Northern_Governorate",
303154,"BH-U-A","U-A","(unassigned)","AS","BH",,
303155,"BI-BB","BB","Bubanza Province","AF","BI","https://en.wikipedia.org/wiki/Bubanza_Province",
332643,"BI-BL","BL","Bujumbura Rural Province","AF","BI","https://en.wikipedia.org/wiki/Bujumbura_Rural_Province",
303156,"BI-BM","BM","Bujumbura Mairie Province","AF","BI","https://en.wikipedia.org/wiki/Bujumbura_Mairie_Province",
303157,"BI-BR","BR","Bururi Province","AF","BI","https://en.wikipedia.org/wiki/Bururi_Province",
303158,"BI-CA","CA","Cankuzo Province","AF","BI","https://en.wikipedia.org/wiki/Cankuzo_Province",
303159,"BI-CI","CI","Cibitoke Province","AF","BI","https://en.wikipedia.org/wiki/Cibitoke_Province",
303160,"BI-GI","GI","Gitega Province","AF","BI","https://en.wikipedia.org/wiki/Gitega_Province",
332644,"BI-KI","KI","Kirundo Province","AF","BI","https://en.wikipedia.org/wiki/Kirundo_Province",
303161,"BI-KR","KR","Karuzi Province","AF","BI","https://en.wikipedia.org/wiki/Karuzi_Province",
303162,"BI-KY","KY","Kayanza Province","AF","BI","https://en.wikipedia.org/wiki/Kayanza_Province",
303163,"BI-MA","MA","Makamba Province","AF","BI","https://en.wikipedia.org/wiki/Makamba_Province",
303164,"BI-MU","MU","Muramvya Province","AF","BI","https://en.wikipedia.org/wiki/Muramvya_Province",
303165,"BI-MW","MW","Mwaro Province","AF","BI","https://en.wikipedia.org/wiki/Mwaro_Province",
332645,"BI-MY","MY","Muyinga Province","AF","BI","https://en.wikipedia.org/wiki/Muyinga_Province",
303166,"BI-NG","NG","Ngozi Province","AF","BI","https://en.wikipedia.org/wiki/Ngozi_Province",
332646,"BI-RM","RM","Rumonge Province","AF","BI","https://en.wikipedia.org/wiki/Rumonge_Province",
303167,"BI-RT","RT","Rutana Province","AF","BI","https://en.wikipedia.org/wiki/Rutana_Province",
303168,"BI-RY","RY","Ruyigi Province","AF","BI","https://en.wikipedia.org/wiki/Ruyigi_Province",
303169,"BI-U-A","U-A","(unassigned)","AF","BI",,
303170,"BJ-AK","AK","Atakora Department","AF","BJ","https://en.wikipedia.org/wiki/Atakora_Department",
303171,"BJ-AL","AL","Alibori Department","AF","BJ","https://en.wikipedia.org/wiki/Alibori_Department",
303172,"BJ-AQ","AQ","Atlantique Department","AF","BJ","https://en.wikipedia.org/wiki/Atlantique_Department",
303173,"BJ-BO","BO","Borgou Department","AF","BJ","https://en.wikipedia.org/wiki/Borgou_Department",
303174,"BJ-CO","CO","Collines Department","AF","BJ","https://en.wikipedia.org/wiki/Collines_Department",
303175,"BJ-DO","DO","Donga Department","AF","BJ","https://en.wikipedia.org/wiki/Donga_Department",
303176,"BJ-KO","KO","Kouffo Department","AF","BJ","https://en.wikipedia.org/wiki/Kouffo_Department",
303177,"BJ-LI","LI","Littoral Department","AF","BJ","https://en.wikipedia.org/wiki/Littoral_Department",
303178,"BJ-MO","MO","Mono Department","AF","BJ","https://en.wikipedia.org/wiki/Mono_Department",
303179,"BJ-OU","OU","Oueme Department","AF","BJ","https://en.wikipedia.org/wiki/Oueme_Department",
303180,"BJ-PL","PL","Plateau Department","AF","BJ","https://en.wikipedia.org/wiki/Plateau_Department",
303181,"BJ-U-A","U-A","(unassigned)","AF","BJ",,
303182,"BJ-ZO","ZO","Zou Department","AF","BJ","https://en.wikipedia.org/wiki/Zou_Department",
306727,"BL-U-A","U-A","(unassigned)","NA","BL",,
303183,"BM-U-A","U-A","(unassigned)","NA","BM",,
303184,"BN-BE","BE","Belait District","AS","BN","https://en.wikipedia.org/wiki/Belait_District",
303185,"BN-BM","BM","Brunei-Muara District","AS","BN","https://en.wikipedia.org/wiki/Brunei-Muara_District",
303186,"BN-TE","TE","Temburong District","AS","BN","https://en.wikipedia.org/wiki/Temburong_District",
303187,"BN-TU","TU","Tutong District","AS","BN","https://en.wikipedia.org/wiki/Tutong_District",
303188,"BN-U-A","U-A","(unassigned)","AS","BN",,
303189,"BO-B","B","El Beni Department","SA","BO","https://en.wikipedia.org/wiki/El_Beni_Department",
303190,"BO-C","C","Cochabamba Department","SA","BO","https://en.wikipedia.org/wiki/Cochabamba_Department",
303191,"BO-H","H","Chuquisaca Department","SA","BO","https://en.wikipedia.org/wiki/Chuquisaca_Department",
303192,"BO-L","L","La Paz Department","SA","BO","https://en.wikipedia.org/wiki/La_Paz_Department_(Bolivia)",
303193,"BO-N","N","Pando Department","SA","BO","https://en.wikipedia.org/wiki/Pando_Department",
303194,"BO-O","O","Oruro Department","SA","BO","https://en.wikipedia.org/wiki/Oruro_Department",
303195,"BO-P","P","Potosí Department","SA","BO","https://en.wikipedia.org/wiki/Potosí_Department",
303196,"BO-S","S","Santa Cruz Department","SA","BO","https://en.wikipedia.org/wiki/Santa_Cruz_Department",
303197,"BO-T","T","Tarija Department","SA","BO","https://en.wikipedia.org/wiki/Tarija_Department",
303198,"BO-U-A","U-A","(unassigned)","SA","BO",,
302911,"BQ-U-A","U-A","(unassigned)","NA","BQ",,
303199,"BR-AC","AC","Acre","SA","BR","https://en.wikipedia.org/wiki/Acre",
303200,"BR-AL","AL","Alagoas","SA","BR","https://en.wikipedia.org/wiki/Alagoas",
303201,"BR-AM","AM","Amazonas","SA","BR","https://en.wikipedia.org/wiki/Amazonas",
303202,"BR-AP","AP","Amapá","SA","BR","https://en.wikipedia.org/wiki/Amapá",
303203,"BR-BA","BA","Bahia","SA","BR","https://en.wikipedia.org/wiki/Bahia",
303204,"BR-CE","CE","Ceará","SA","BR","https://en.wikipedia.org/wiki/Ceará",
303205,"BR-DF","DF","Distrito Federal","SA","BR","https://en.wikipedia.org/wiki/Federal_District_(Brazil)",
303206,"BR-ES","ES","Espírito Santo","SA","BR","https://en.wikipedia.org/wiki/Espírito_Santo",
303207,"BR-GO","GO","Goiás","SA","BR","https://en.wikipedia.org/wiki/Goiás",
303208,"BR-MA","MA","Maranhão","SA","BR","https://en.wikipedia.org/wiki/Maranhão",
303209,"BR-MG","MG","Minas Gerais","SA","BR","https://en.wikipedia.org/wiki/Minas_Gerais",
303210,"BR-MS","MS","Mato Grosso do Sul","SA","BR","https://en.wikipedia.org/wiki/Mato_Grosso_do_Sul",
303211,"BR-MT","MT","Mato Grosso","SA","BR","https://en.wikipedia.org/wiki/Mato_Grosso",
303212,"BR-PA","PA","Pará","SA","BR","https://en.wikipedia.org/wiki/Pará",
303213,"BR-PB","PB","Paraíba","SA","BR","https://en.wikipedia.org/wiki/Paraíba",
303214,"BR-PE","PE","Pernambuco","SA","BR","https://en.wikipedia.org/wiki/Pernambuco",
303215,"BR-PI","PI","Piauí","SA","BR","https://en.wikipedia.org/wiki/Piauí",
303216,"BR-PR","PR","Paraná","SA","BR","https://en.wikipedia.org/wiki/Paran%C3%A1_(state)",
303217,"BR-RJ","RJ","Rio de Janeiro","SA","BR","https://en.wikipedia.org/wiki/Rio_de_Janeiro",
303218,"BR-RN","RN","Rio Grande do Norte","SA","BR","https://en.wikipedia.org/wiki/Rio_Grande_do_Norte",
303219,"BR-RO","RO","Rondônia","SA","BR","https://en.wikipedia.org/wiki/Rondônia",
303220,"BR-RR","RR","Roraima","SA","BR","https://en.wikipedia.org/wiki/Roraima",
303221,"BR-RS","RS","Rio Grande do Sul","SA","BR","https://en.wikipedia.org/wiki/Rio_Grande_do_Sul",
303222,"BR-SC","SC","Santa Catarina","SA","BR","https://en.wikipedia.org/wiki/Santa_Catarina",
303223,"BR-SE","SE","Sergipe","SA","BR","https://en.wikipedia.org/wiki/Sergipe",
303224,"BR-SP","SP","São Paulo","SA","BR","https://en.wikipedia.org/wiki/São_Paulo",
303225,"BR-TO","TO","Tocatins","SA","BR","https://en.wikipedia.org/wiki/Tocatins",
303226,"BR-U-A","U-A","(unassigned)","SA","BR",,
303227,"BS-AK","AK","Acklins","NA","BS","https://en.wikipedia.org/wiki/Acklins","Crooked Islands"
303228,"BS-BI","BI","Bimini","NA","BS","https://en.wikipedia.org/wiki/Bimini",
336477,"BS-BP","BP","Black Point","NA","BS","https://en.wikipedia.org/wiki/Black_Point_(Bahamas)",
336476,"BS-BY","BY","Berry Islands","NA","BS","https://en.wikipedia.org/wiki/Berry_Islands",
336480,"BS-CE","CE","Central Eleuthera","NA","BS","https://en.wikipedia.org/wiki/Central_Eleuthera",
303229,"BS-CI","CI","Cat Island","NA","BS","https://en.wikipedia.org/wiki/Cat_Island",
336475,"BS-CK","CK","Crooked Island and Long Cay","NA","BS","https://en.wikipedia.org/wiki/Crooked_Island_and_Long_Cay",
336478,"BS-CO","CO","Central Abaco","NA","BS","https://en.wikipedia.org/wiki/Central_Abaco",
336479,"BS-CS","CS","Central Andros","NA","BS","https://en.wikipedia.org/wiki/Central_Andros",
336481,"BS-EG","EG","East Grand Bahama","NA","BS","https://en.wikipedia.org/wiki/East_Grand_Bahama",
303230,"BS-EX","EX","Exuma","NA","BS","https://en.wikipedia.org/wiki/Exuma",
303232,"BS-FP","FP","City of Freeport","NA","BS","https://en.wikipedia.org/wiki/City_of_Freeport",
336474,"BS-GC","GC","Grand Cay","NA","BS","https://en.wikipedia.org/wiki/Grand_Cay",
303235,"BS-HI","HI","Harbour Island","NA","BS","https://en.wikipedia.org/wiki/Harbour_Island",
336487,"BS-HT","HT","Hope Town","NA","BS","https://en.wikipedia.org/wiki/Hope_Town",
303237,"BS-IN","IN","Inagua","NA","BS","https://en.wikipedia.org/wiki/Inagua",
303239,"BS-LI","LI","Long Island","NA","BS","https://en.wikipedia.org/wiki/Long_Island",
336488,"BS-MC","MC","Mangrove Cay","NA","BS","https://en.wikipedia.org/wiki/Mangrove_Cay",
303240,"BS-MG","MG","Mayaguana","NA","BS","https://en.wikipedia.org/wiki/Mayaguana",
336482,"BS-MI","MI","Moore's Island","NA","BS","https://en.wikipedia.org/wiki/Moore%27s_Island",
336489,"BS-NE","NE","North Eleuthera","NA","BS","https://en.wikipedia.org/wiki/North_Eleuthera",
303234,"BS-NO","NO","North Abaco","NA","BS","https://en.wikipedia.org/wiki/North_Abaco",
303243,"BS-NP","NP","New Providence","NA","BS","https://en.wikipedia.org/wiki/New_Providence",
303242,"BS-NS","NS","North Andros","NA","BS","https://en.wikipedia.org/wiki/Nicholls_Town_and_Berry_Islands",
303247,"BS-RC","RC","Rum Cay","NA","BS","https://en.wikipedia.org/wiki/Rum_Cay",
303244,"BS-RI","RI","Ragged Island","NA","BS","https://en.wikipedia.org/wiki/Ragged_Island",
303238,"BS-SA","SA","South Andros","NA","BS","https://en.wikipedia.org/wiki/Kemps_Bay",
303245,"BS-SE","SE","South Eleuthera","NA","BS","https://en.wikipedia.org/wiki/South_Eleuthera",
336484,"BS-SO","SO","South Abaco","NA","BS","https://en.wikipedia.org/wiki/South_Abaco",
336483,"BS-SS","SS","San Salvador","NA","BS","https://en.wikipedia.org/wiki/San_Salvador_(Bahamas)",
336485,"BS-SW","SW","Spanish Wells","NA","BS","https://en.wikipedia.org/wiki/Spanish_Wells",
303248,"BS-U-A","U-A","(unassigned)","NA","BS",,
336486,"BS-WG","WG","West Grand Bahama","NA","BS","https://en.wikipedia.org/wiki/West_Grand_Bahama",
303249,"BT-11",11,"Paro","AS","BT","https://en.wikipedia.org/wiki/Paro",
303250,"BT-12",12,"Chhukha","AS","BT","https://en.wikipedia.org/wiki/Chhukha",
303251,"BT-13",13,"Ha","AS","BT","https://en.wikipedia.org/wiki/Ha",
303252,"BT-14",14,"Samtee","AS","BT","https://en.wikipedia.org/wiki/Samtee",
303253,"BT-15",15,"Thimphu","AS","BT","https://en.wikipedia.org/wiki/Thimphu",
303254,"BT-21",21,"Tsirang","AS","BT","https://en.wikipedia.org/wiki/Tsirang",
303255,"BT-22",22,"Dagana","AS","BT","https://en.wikipedia.org/wiki/Dagana",
